"consignee","sku","sku_group","uom","lower_uom","units_per_lowest_uom","net_weight","length","width","height","volume","transport_class","stock_category","storage_class","pollution_class","max_stack","orientation_constraint"
"WH1","S1996081300195670000","Pils","E","","","2","15","15","18","4050","N","INSL","01","","",""
"WH1","S1996082200096190000","Flour and dessert preparation","E","","","0.6","7.000000000000001","15","22","2310","N","THT","01","","",""
"WH1","S1996092400010230000","Spreadables","E","","","0.35","8","8","11","704","N","THT","01","","",""
"WH1","S1996100400013590000","Culinary assistances","E","","","0.622","8","8","13","832","N","THT","01","","",""
"WH1","S1996100400013610000","Culinary assistances","E","","","0.622","8","8","13","832","N","THT","01","","",""
"WH1","S1996100400013620000","Culinary assistances","E","","","0.622","8","8","13","832","N","THT","01","","",""
"WH1","S1996100400013640000","Culinary assistances","E","","","0.622","8","8","13","832","N","THT","01","","",""
"WH1","S1996100900256180000","Alcohols","E","","","0.7","10","10","31","3100","N","INSL","06","","",""
"WH1","S1996101803194210000","Waters","E","","","6.4","25","17","33","14025","N","THT","01","","",""
"WH1","S1996102100088310000","Spreadables","E","","","0.41","8","8","9","576","N","THT","01","","",""
"WH1","S1996102100088560000","Spreadables","E","","","0.67","9","8","12","864","N","THT","01","","",""
"WH1","S1996102100088580000","Spreadables","E","","","0.67","9","8","12","864","N","THT","01","","",""
"WH1","S1996110500161630000","Washing","E","","","0.5","6","9","32","1728","J","INSL","01","","",""
"WH1","S1996121600272240000","Vegetables & Soups ***","E","","","0.639","6","6","12","432","N","THT","03","","",""
"WH1","S1996121600272270000","Vegetables & Soups ***","E","","","0.639","6","6","12","432","N","THT","03","","",""
"WH1","S1996121600272290000","Vegetables & Soups ***","E","","","0.639","6","6","12","432","N","THT","03","","",""
"WH1","S1997010600195620000","Special Beers","E","","","0.4","6","6","23","828","N","THT","01","","",""
"WH1","S1997010800296540000","Snack, Pizza & Prepared meals ***","E","","","0.274","5","12","20","1200","N","THT","03","","",""
"WH1","S1997011403194330000","Soft-Drinks","E","","","1.25","9","9","31","2511","N","INSL","01","","",""
"WH1","S1997011403194350000","Soft-Drinks","E","","","8.2","28.000000000000004","19","31","16492","N","INSL","01","","",""
"WH1","S1997011700279210000","Snack, Pizza & Prepared meals ***","E","","","0.478","3","26","26","2027.9999999999998","N","THT","03","","",""
"WH1","S1997012300054380000","Caring food","E","","","0.125","5","22","10","1100","J","THT","01","","",""
"WH1","S1997022500234040000","Aperitives","E","","","1","9","9","28.000000000000004","2268","N","INSL","01","","",""
"WH1","S1997022500234050000","Aperitives","E","","","1","9","9","28.000000000000004","2268","N","INSL","01","","",""
"WH1","S1997031000012050000","Condiments & sauces","E","","","0.59","8","8","13","832","N","THT","01","","",""
"WH1","S1997031200194590000","Soft-Drinks","E","","","1.98","14.000000000000002","20","12","3360","N","THT","01","","",""
"WH1","S1997031700178500000","The kitchen","E","","","0.52","7.000000000000001","7.000000000000001","20","980","N","INSL","01","","",""
"WH1","S1997032000239280000","Champagnes & sparkling wines","E","","","0.75","9","9","32","2592","N","INSL","01","","",""
"WH1","S1997032100155010000","The surfaces","E","","","0.28","6","6","24","864","N","INSL","01","","",""
"WH1","S1997032600000160000","Milk UHT / fresh","E","","","0.66","4","16","12","768","N","THT","01","","",""
"WH1","S1997040700010630000","Condiments & sauces","E","","","0.555","8","8","16","1024","N","THT","01","","",""
"WH1","S1997040700013030000","Condiments & sauces","E","","","0.285","7.000000000000001","7.000000000000001","13","637","N","THT","01","","",""
"WH1","S1997040700013090000","Condiments & sauces","E","","","0.3","7.000000000000001","7.000000000000001","13","637","N","THT","01","","",""
"WH1","S1997040700013100000","Condiments & sauces","E","","","0.293","7.000000000000001","7.000000000000001","13","637","N","THT","01","","",""
"WH1","S1997040700013110000","Condiments & sauces","E","","","0.293","7.000000000000001","7.000000000000001","13","637","N","THT","01","","",""
"WH1","S1997040700013120000","Condiments & sauces","E","","","0.3","7.000000000000001","7.000000000000001","13","637","N","THT","01","","",""
"WH1","S1997040700013400000","Condiments & sauces","E","","","0.287","7.000000000000001","7.000000000000001","13","637","N","THT","01","","",""
"WH1","S1997040700101430000","Pastas, rice and starch food","E","","","0.5","4","14.000000000000002","18","1008","N","THT","01","","",""
"WH1","S1997040800010010000","Condiments & sauces","E","","","0.3","7.000000000000001","7.000000000000001","13","637","N","THT","01","","",""
"WH1","S1997040800010030000","Condiments & sauces","E","","","0.517","8","8","16","1024","N","THT","01","","",""
"WH1","S1997040800010040000","Condiments & sauces","E","","","0.517","8","8","16","1024","N","THT","01","","",""
"WH1","S1997041000146130000","Soups","E","","","1.07","7.000000000000001","10","17","1190","N","THT","01","","",""
"WH1","S1997042300194200000","Waters","E","","","9.5","26","17","34","15028","N","THT","05","","",""
"WH1","S1997050200240310000","Champagnes & sparkling wines","E","","","0.5","7.000000000000001","7.000000000000001","27","1323","N","INSL","01","","",""
"WH1","S1997051300093730000","Canned fruit","E","","","0.2","7.000000000000001","7.000000000000001","8","392","J","THT","01","","",""
"WH1","S1997051300208070000","Juices","E","","","0.75","9","9","31","2511","J","THT","01","","",""
"WH1","S1997052300012010000","Condiments & sauces","E","","","1.705","13","13","18","3042","N","THT","01","","",""
"WH1","S1997052300012030000","Condiments & sauces","E","","","0.35","8","8","11","704","N","THT","01","","",""
"WH1","S1997052300042660000","Bread preparation","E","","","0.25","7.000000000000001","25","18","3150","N","THT","01","","",""
"WH1","S1997052700106050000","Canned fruit","E","","","0.45","8","8","11","704","N","THT","01","","",""
"WH1","S1997052900240260000","Champagnes & sparkling wines","E","","","1","9","9","32","2592","J","INSL","01","","",""
"WH1","S1997061000554370000","Stationary","E","","","0.04","1","7.000000000000001","25","175","N","INSL","01","","",""
"WH1","S1997061100194510000","Waters","E","","","3.1","13","20","23","5980","N","THT","01","","",""
"WH1","S1997072300115350000","Canned vegetables","E","","","0.03","8","8","10","640","N","THT","01","","",""
"WH1","S1997082100270110000","Vegetables & Soups ***","E","","","0.485","5","18","20","1800","N","THT","03","","",""
"WH1","S1997082100270790000","Vegetables & Soups ***","E","","","0.493","24","2","20","960","N","THT","03","","",""
"WH1","S1997082100271120000","Vegetables & Soups ***","E","","","0.5","3","18","16","864","N","THT","03","","",""
"WH1","S1997082100271550000","Vegetables & Soups ***","E","","","0.45","3","18","16","864","N","THT","03","","",""
"WH1","S1997082100274070000","Fries & potatoe products ***","E","","","1.007","1","34","47","1598","N","THT","03","","",""
"WH1","S1997090300115330000","Canned vegetables","E","","","0.34","7.000000000000001","7.000000000000001","14.000000000000002","686","N","THT","01","","",""
"WH1","S1997090802194980099","Waters","E","","","6.36","24","17","21","8568","N","THT","01","","",""
"WH1","S1997092600240240000","Champagnes & sparkling wines","E","","","3","12","12","40","5760","N","INSL","06","","",""
"WH1","S1997093000012040000","Condiments & sauces","E","","","0.74","10","10","14.000000000000002","1400","N","THT","01","","",""
"WH1","S1997101300088090000","Spreadables","E","","","0.41","8","8","9","576","N","THT","01","","",""
"WH1","S1997101300234140000","Aperitives","E","","","1.2","10","10","22","2200","N","INSL","01","","",""
"WH1","S1997101600013660000","Culinary assistances","E","","","0.338","6","6","11","396","N","THT","01","","",""
"WH1","S1997101600013670000","Culinary assistances","E","","","0.338","6","6","11","396","N","THT","01","","",""
"WH1","S1997101600013680000","Culinary assistances","E","","","0.338","6","6","11","396","N","THT","01","","",""
"WH1","S1997101600013690000","Culinary assistances","E","","","0.338","6","6","11","396","N","THT","01","","",""
"WH1","S1997101600013700000","Culinary assistances","E","","","0.338","6","6","11","396","N","THT","01","","",""
"WH1","S1997103000234030000","Aperitives","E","","","0.375","7.000000000000001","7.000000000000001","25","1225","N","INSL","01","","",""
"WH1","S1997111400019770000","Culinary assistances","E","","","1.008","7.000000000000001","10","13","910","N","THT","01","","",""
"WH1","S1997112400241290000","Champagnes & sparkling wines","E","","","1","10","10","31","3100","N","INSL","06","","",""
"WH1","S1997120100162830000","The surfaces","E","","","0.5","4","9","27","972","N","INSL","01","","",""
"WH1","S1998012600196420000","Special Beers","E","","","1.444","14.000000000000002","14.000000000000002","14.000000000000002","2744","N","THT","01","","",""
"WH1","S1998021700006820000","Oils & vinegars","E","","","0.5","7.000000000000001","7.000000000000001","26","1274","N","THT","01","","",""
"WH1","S1998030300034230000","Hot beverages","E","","","0.08","7.000000000000001","15","8","840","J","THT","01","","",""
"WH1","S1998031300238860000","Ciders","E","","","1","9","9","31","2511","N","THT","01","","",""
"WH1","S1998031700232870000","Aperitives","E","","","0.75","8","8","32","2048","N","INSL","01","","",""
"WH1","S1998041000096500000","Culinary assistances","E","","","0.28","5","10","14.000000000000002","700","N","THT","01","","",""
"WH1","S1998041602194880097","Waters","E","","","4.1","13","25","24","7800","J","THT","01","","",""
"WH1","S1998042000015830000","Condiments & sauces","E","","","0.25","5","9","21","945","N","THT","01","","",""
"WH1","S1998042300195790099","Pils","E","","","2","13","20","12","3120","J","THT","01","","",""
"WH1","S1998042800014370000","Condiments & sauces","E","","","0.8","7.000000000000001","7.000000000000001","28.999999999999996","1421","N","THT","01","","",""
"WH1","S1998050700117130000","Canned vegetables","E","","","0.4","8","8","12","768","N","THT","01","","",""
"WH1","S1998052600137030000","Pastas, rice and starch food","E","","","0.504","3","9","26","702","N","THT","01","","",""
"WH1","S1998052600137070000","Pastas, rice and starch food","E","","","0.504","3","9","26","702","N","THT","01","","",""
"WH1","S1998052800043350000","Aperitif snacks","E","","","0.25","6","23","12","1656","N","THT","01","","",""
"WH1","S1998060200053720000","Biscuits","E","","","0.125","7.000000000000001","13","16","1456","N","THT","01","","",""
"WH1","S1998061000190770000","Dogs","E","","","0.15","3","9","8","216","N","INSL","01","","",""
"WH1","S1998071300921600089","Soft-Drinks","E","","","6.5","18","18","33","10692","N","THT","01","","",""
"WH1","S1998071300921620089","Soft-Drinks","E","","","6.28","19","19","32","11552","N","THT","01","","",""
"WH1","S1998073100194980097","Waters","E","","","6.35","25","16","32","12800","N","THT","01","","",""
"WH1","S1998073102190500000","Birds","E","","","1.1","5","15","23","1725","N","THT","01","","",""
"WH1","S1998073102190550000","Birds","E","","","0.5","3","8","20","480","N","THT","01","","",""
"WH1","S1998073102190560000","Birds","E","","","0.5","3","9","20","540","J","THT","01","","",""
"WH1","S1998073102190570000","Birds","E","","","0.11","3","9","20","540","N","THT","01","","",""
"WH1","S1998073102190800000","Fishes","E","","","0.1","6","6","12","432","N","THT","01","","",""
"WH1","S1998073102190840000","Fishes","E","","","0.24","6","6","12","432","N","THT","01","","",""
"WH1","S1998080500195950000","Pils","E","","","1.45","9","9","32","2592","N","INSL","01","","",""
"WH1","S1998082000054250000","Biscuits","E","","","0.09","5","24","11","1320","N","THT","01","","",""
"WH1","S1998090700053480000","Biscuits","E","","","0.2","8","20","11","1760","N","THT","01","","",""
"WH1","S1998090800156720000","The toilet","E","","","0.3","10","10","14.000000000000002","1400","J","INSL","01","","",""
"WH1","S1998090800156980000","The surfaces","E","","","1.1","6","14.000000000000002","26","2184","J","INSL","01","","",""
"WH1","S1998090900093950000","Canned fruit","E","","","0.37","8","8","12","768","N","THT","01","","",""
"WH1","S1998091500244030000","Champagnes & sparkling wines","E","","","1.65","9","9","32","2592","N","INSL","06","","",""
"WH1","S1998092900209150095","Soft-Drinks","E","","","1.98","13","20","12","3120","N","THT","01","","",""
"WH1","S1998093000062100000","Chocolate","E","","","0.1","1","10","19","190","N","THT","01","","",""
"WH1","S1998102000240230000","Champagnes & sparkling wines","E","","","1","9","9","32","2592","N","INSL","01","","",""
"WH1","S1998110200117240000","Canned vegetables","E","","","0.4","8","8","11","704","N","THT","01","","",""
"WH1","S1998112300279430000","Snack, Pizza & Prepared meals ***","E","","","0.518","5","20","13","1300","N","THT","03","","",""
"WH1","S1998112300279720000","Snack, Pizza & Prepared meals ***","E","","","0.512","5","20","13","1300","N","THT","03","","",""
"WH1","S1998113000279960000","Snack, Pizza & Prepared meals ***","E","","","0.502","5","20","14.000000000000002","1400","N","THT","03","","",""
"WH1","S1998120900001000000","Milk UHT / fresh","E","","","1.53","10","7.000000000000001","21","1470","N","INSL","01","","",""
"WH1","S1998121000001080000","Milk UHT / fresh","E","","","0.5","15","15","5","1125","N","THT","01","","",""
"WH1","S1998121000001090000","Milk UHT / fresh","E","","","0.5","5","15","15","1125","N","THT","01","","",""
"WH1","S1998121800122200000","Worldfood","E","","","0.54","6","6","18","648","N","THT","01","","",""
"WH1","S1998121802075450004","Facial care","E","","","0.25","4","7.000000000000001","16","448","J","INSL","01","","",""
"WH1","S1998122400279350000","Snack, Pizza & Prepared meals ***","E","","","0.516","5","20","13","1300","N","THT","03","","",""
"WH1","S1998122900194090000","Waters","E","","","3","13","20","22","5720","N","THT","01","","",""
"WH1","S1999010500567870000","Stationary","E","","","0.2","8","8","8","512","N","INSL","01","","",""
"WH1","S1999012500204790099","Syrups","E","","","0.8","8","8","25","1600","N","THT","01","","",""
"WH1","S1999021000184840000","The kitchen","E","","","0.65","6","4","5","120","N","INSL","01","","",""
"WH1","S1999021000553870000","Stationary","E","","","0.025","2","7.000000000000001","20","280","N","INSL","01","","",""
"WH1","S1999021500283700000","Ice cream & desserts***","E","","","0.49","10","10","11","1100","N","THT","03","","",""
"WH1","S1999021600051020000","Biscuits","E","","","0.15","4","28.999999999999996","10","1160","N","THT","01","","",""
"WH1","S1999021600051030000","Biscuits","E","","","0.15","4","28.999999999999996","10","1160","N","THT","01","","",""
"WH1","S1999021600110530000","Canned vegetables","E","","","0.385","8","8","10","640","N","THT","01","","",""
"WH1","S1999021600110560000","Canned vegetables","E","","","0.375","8","8","10","640","N","THT","01","","",""
"WH1","S1999022200281720000","Ice cream & desserts***","E","","","0.47","4","14.000000000000002","14.000000000000002","784","N","THT","03","","",""
"WH1","S1999022500207760000","Juices","E","","","1","9","9","26","2106","J","THT","01","","",""
"WH1","S1999030200196540000","Pils","E","","","1","12","12","21","3024","N","INSL","01","","",""
"WH1","S1999030800140020000","Worldfood","E","","","0.425","8","8","11","704","N","THT","01","","",""
"WH1","S1999030900094190000","Spreadables","E","","","0.51","9","9","10","810","N","THT","01","","",""
"WH1","S1999031800129060000","Fish & meat","E","","","0.18","5","9","9","405","N","THT","01","","",""
"WH1","S1999040200112360000","Condiments & sauces","E","","","0.3","7.000000000000001","7.000000000000001","11","539","N","THT","01","","",""
"WH1","S1999041500043060000","Culinary assistances","E","","","0.22","4","10","12","480","N","THT","01","","",""
"WH1","S1999042600194850000","Waters","E","","","6.24","24","15","22","7920","N","THT","01","","",""
"WH1","S1999050400232800000","Aperitives","E","","","1.35","9","9","30","2430","N","INSL","01","","",""
"WH1","S1999050700271170000","Vegetables & Soups ***","E","","","0.668","4","20","23","1840","N","THT","03","","",""
"WH1","S1999051200271960000","Vegetables & Soups ***","E","","","0.63","4","21","23","1932","N","THT","03","","",""
"WH1","S1999052700554240000","Stationary","E","","","0.02","2","9","20","360","N","INSL","01","","",""
"WH1","S1999061100835490000","Facial care","E","","","0.16","5","8","15","600","N","INSL","01","","",""
"WH1","S1999061500053750000","Biscuits","E","","","0.175","6","24","9","1296","N","THT","01","","",""
"WH1","S1999071502194360000","Soft-Drinks","E","","","1.2","9","9","25","2025","N","INSL","01","","",""
"WH1","S1999080500073370000","Spreadables","E","","","0.2","5","9","14.000000000000002","630","N","THT","01","","",""
"WH1","S1999080500073380000","Spreadables","E","","","0.2","5","9","14.000000000000002","630","N","THT","01","","",""
"WH1","S1999081000030110000","Canned fruit","E","","","0.4","6","6","11","396","N","THT","01","","",""
"WH1","S1999081000270100000","Vegetables & Soups ***","E","","","0.63","4","23","23","2116","N","THT","03","","",""
"WH1","S1999081600184840001","The kitchen","E","","","1","6","4","5","120","N","INSL","01","","",""
"WH1","S1999082400090290000","Spreadables","E","","","0.45","9","8","12","864","N","THT","01","","",""
"WH1","S1999090700088610000","Spreadables","E","","","0.265","8","8","9","576","N","THT","01","","",""
"WH1","S1999090903195010000","Pils","E","","","0.375","7.000000000000001","7.000000000000001","10","490","N","INSL","01","","",""
"WH1","S1999091300102280000","Pastas, rice and starch food","E","","","1","6","15","22","1980","N","THT","01","","",""
"WH1","S1999092300037040001","Hot beverages","E","","","0.4","11","11","17","2057","N","THT","01","","",""
"WH1","S1999092300042360001","Hot beverages","E","","","0.075","10","10","21","2100","N","THT","01","","",""
"WH1","S1999092400036450001","Hot beverages","E","","","0.1","7.000000000000001","7.000000000000001","17","833","N","THT","01","","",""
"WH1","S1999092400036510001","Hot beverages","E","","","0.05","5","10","13","650","N","THT","01","","",""
"WH1","S1999092400036530001","Hot beverages","E","","","0.05","5","10","13","650","N","THT","01","","",""
"WH1","S1999092400036540001","Hot beverages","E","","","0.18","7.000000000000001","10","15","1050","N","THT","01","","",""
"WH1","S1999092400036550001","Hot beverages","E","","","0.1","8","8","16","1024","N","THT","01","","",""
"WH1","S1999092400036560001","Hot beverages","E","","","0.18","7.000000000000001","10","15","1050","N","THT","01","","",""
"WH1","S1999092400036620001","Hot beverages","E","","","0.2","9","10","19","1710","N","THT","01","","",""
"WH1","S1999092400036680001","Hot beverages","E","","","0.2","9","10","19","1710","N","THT","01","","",""
"WH1","S1999092400036720001","Hot beverages","E","","","0.05","6","7.000000000000001","11","462","J","THT","01","","",""
"WH1","S1999092400036780001","Hot beverages","E","","","0.376","8","8","16","1024","N","THT","01","","",""
"WH1","S1999092400036820001","Hot beverages","E","","","0.2","9","10","19","1710","N","THT","01","","",""
"WH1","S1999092400036970001","Hot beverages","E","","","0.2","9","10","19","1710","N","THT","01","","",""
"WH1","S1999092400036990001","Hot beverages","E","","","0.15","8","8","12","768","N","THT","01","","",""
"WH1","S1999092400040580001","Hot beverages","E","","","0.5","7.000000000000001","10","19","1330","N","THT","01","","",""
"WH1","S1999092400040910001","Hot beverages","E","","","0.25","5","8","14.000000000000002","560","N","THT","01","","",""
"WH1","S1999092400041520001","Hot beverages","E","","","0.515","7.000000000000001","10","18","1260","N","THT","01","","",""
"WH1","S1999092400041580001","Hot beverages","E","","","0.515","7.000000000000001","10","18","1260","N","THT","01","","",""
"WH1","S1999092400041650001","Hot beverages","E","","","0.515","7.000000000000001","10","18","1260","N","THT","01","","",""
"WH1","S1999092400041710001","Hot beverages","E","","","0.257","8","4","15","480","N","THT","01","","",""
"WH1","S1999092400041730001","Hot beverages","E","","","0.25","5","9","16","720","N","THT","01","","",""
"WH1","S1999092400041740001","Hot beverages","E","","","0.5","11","11","19","2299","N","THT","01","","",""
"WH1","S1999092400041790001","Hot beverages","E","","","0.257","8","4","15","480","N","THT","01","","",""
"WH1","S1999092400041820001","Hot beverages","E","","","0.34","5","10","16","800","N","THT","01","","",""
"WH1","S1999092400042010001","Hot beverages","E","","","0.25","5","10","16","800","N","THT","01","","",""
"WH1","S1999100600008170000","Condiments & sauces","E","","","0.21","6","6","11","396","N","THT","01","","",""
"WH1","S1999101200070310000","Chocolate","E","","","0.2","2","19","10","380","N","THT","01","","",""
"WH1","S1999101200070320000","Chocolate","E","","","0.22","2","19","10","380","N","THT","01","","",""
"WH1","S1999101200070330000","Chocolate","E","","","0.22","2","19","10","380","N","THT","01","","",""
"WH1","S1999101200070340000","Chocolate","E","","","0.22","2","19","10","380","N","THT","01","","",""
"WH1","S1999101200070350000","Chocolate","E","","","0.22","2","19","10","380","N","THT","01","","",""
"WH1","S1999120200042310001","Hot beverages","E","","","0.075","10","10","21","2100","N","THT","01","","",""
"WH1","S1999121400883210000","Mens Care","E","","","0.155","5","5","18","450","N","INSL","01","","",""
"WH1","S1999123000280170000","Snack, Pizza & Prepared meals ***","E","","","0.516","5","20","13","1300","N","THT","03","","",""
"WH1","S1999123000280550000","Snack, Pizza & Prepared meals ***","E","","","0.516","5","20","13","1300","N","THT","03","","",""
"WH1","S2000011000275220000","Fries & potatoe products ***","E","","","1","5","20","25","2500","N","THT","03","","",""
"WH1","S2000020300209170089","Soft-Drinks","E","","","2","13","14.000000000000002","23","4186","N","THT","01","","",""
"WH1","S2000020300209210089","Soft-Drinks","E","","","2","13","14.000000000000002","23","4186","N","THT","01","","",""
"WH1","S2000020300209300089","Soft-Drinks","E","","","2","13","14.000000000000002","23","4186","N","THT","01","","",""
"WH1","S2000020300922000088","Soft-Drinks","E","","","3","13","19","23","5681","N","THT","01","","",""
"WH1","S2000020300922010088","Soft-Drinks","E","","","3","13","19","23","5681","N","THT","01","","",""
"WH1","S2000021100851520000","Haircare","E","","","0.24","5","11","15","825","N","INSL","01","","",""
"WH1","S2000022800043560000","Aperitif snacks","E","","","0.14","8","12","22","2112","N","THT","01","","",""
"WH1","S2000031300194240000","Waters","E","","","3","13","20","23","5980","N","THT","01","","",""
"WH1","S2000032800805610000","Mens Care","E","","","0.25","4","9","17","612","N","INSL","01","","",""
"WH1","S2000032900090020000","Spreadables","E","","","0.45","9","8","12","864","N","THT","01","","",""
"WH1","S2000040400279530000","Snack, Pizza & Prepared meals ***","E","","","0.516","5","20","13","1300","N","THT","03","","",""
"WH1","S2000040400279760000","Snack, Pizza & Prepared meals ***","E","","","0.516","5","20","13","1300","N","THT","03","","",""
"WH1","S2000040600072940000","Chocolate","E","","","1.38","7.000000000000001","20","16","2240","N","THT","01","","",""
"WH1","S2000042800042940000","Bread preparation","E","","","0.09","3","17","9","459","N","THT","01","","",""
"WH1","S2000050200112310000","Condiments & sauces","E","","","0.3","7.000000000000001","7.000000000000001","11","539","N","THT","01","","",""
"WH1","S2000050300208330000","Caring food","E","","","0.64","8","28.999999999999996","10","2320","J","THT","01","","",""
"WH1","S2000050900259460000","Alcohols","E","","","1.25","9","9","27","2187","N","INSL","01","","",""
"WH1","S2000050900259470000","Alcohols","E","","","1.25","9","9","30","2430","N","INSL","01","","",""
"WH1","S2000053100012130000","Condiments & sauces","E","","","0.4","9","9","11","891","N","THT","01","","",""
"WH1","S2000060700072320089","Chocolate","E","","","0.03","10","10","10","1000","N","INSL","02","","",""
"WH1","S2000060800062380000","Chocolate","E","","","0.4","3","20","10","600","N","THT","01","","",""
"WH1","S2000060902194950000","Soft-Drinks","E","","","1.55","9","9","34","2754","N","THT","01","","",""
"WH1","S2000061300053320000","Biscuits","E","","","0.1","5","25","11","1375","N","THT","01","","",""
"WH1","S2000061300054040000","Biscuits","E","","","0.35","9","11","22","2178","N","THT","01","","",""
"WH1","S2000062700052100000","Biscuits","E","","","0.3","10","12","14.000000000000002","1680","N","THT","01","","",""
"WH1","S2000070500072670000","Chocolate","E","","","0.25","8","10","19","1520","N","THT","01","","",""
"WH1","S2000071000921710000","Soft-Drinks","E","","","1.98","14.000000000000002","20","12","3360","N","THT","01","","",""
"WH1","S2000071200062440000","Chocolate","E","","","0.11","1","9","20","180","N","THT","01","","",""
"WH1","S2000080400251720000","Aperitives","E","","","0.265","6","6","14.000000000000002","504","N","THT","01","","",""
"WH1","S2000080400257410000","Aperitives","E","","","0.25","6","6","14.000000000000002","504","J","THT","01","","",""
"WH1","S2000080800146160000","Soups","E","","","1","7.000000000000001","10","17","1190","N","THT","01","","",""
"WH1","S2000080800146180000","Soups","E","","","1","7.000000000000001","10","17","1190","N","THT","01","","",""
"WH1","S2000080900204010000","Empties","E","","","0.2","10","10","10","1000","N","INSL","01","","",""
"WH1","S2000081600264250000","Aperitives","E","","","1.2","9","9","31","2511","N","THT","01","","",""
"WH1","S2000082900052270000","Biscuits","E","","","0.2","6","25","10","1500","N","THT","01","","",""
"WH1","S2000082900053420000","Biscuits","E","","","0.125","4","25","7.000000000000001","700","N","THT","01","","",""
"WH1","S2000083000172490000","Home Cleaning accessoires","E","","","0.24","2","25","16","800","N","INSL","01","","",""
"WH1","S2000090600094360000","Spreadables","E","","","0.35","5","8","16","640","N","THT","01","","",""
"WH1","S2000091502195100000","Soft-Drinks","E","","","1.5","9","9","34","2754","N","THT","01","","",""
"WH1","S2000100400110500000","Canned vegetables","E","","","0.37","9","9","10","810","N","THT","01","","",""
"WH1","S2000100500117120000","Canned vegetables","E","","","0.4","8","8","12","768","N","THT","01","","",""
"WH1","S2000100900203770000","Intimate hygiene","E","","","0.18","8","10","20","1600","N","INSL","01","","",""
"WH1","S2000102300050580000","Biscuits","E","","","0.5","7.000000000000001","31","8","1736","N","THT","01","","",""
"WH1","S2000110600120050000","Worldfood","E","","","0.162","5","18","15","1350","J","THT","01","","",""
"WH1","S2000110600120060000","Worldfood","E","","","0.347","2","23","23","1058","N","THT","01","","",""
"WH1","S2000110600120100000","Worldfood","E","","","0.394","2","24","28.999999999999996","1392","N","THT","01","","",""
"WH1","S2000110600120190000","Worldfood","E","","","0.205","4","4","18","288","N","THT","01","","",""
"WH1","S2000111600110490000","Canned vegetables","E","","","0.375","8","8","10","640","N","THT","01","","",""
"WH1","S2000120100026880000","Aperitif snacks","E","","","0.155","7.000000000000001","15","24","2520","N","THT","01","","",""
"WH1","S2000120100026890000","Aperitif snacks","E","","","0.155","7.000000000000001","15","24","2520","N","THT","01","","",""
"WH1","S2000122000000980000","Milk UHT / fresh","E","","","1.32","9","16","13","1872","N","THT","01","","",""
"WH1","S2000122700113520000","Condiments & sauces","E","","","0.3","7.000000000000001","7.000000000000001","11","539","N","THT","01","","",""
"WH1","S2001010400204020000","Empties","E","","","0.2","10","10","10","1000","N","THT","01","","",""
"WH1","S2001010400204030000","Empties","E","","","1","1","1","1","1","N","THT","01","","",""
"WH1","S2001010400204050000","Empties","E","","","12","40","60","25","60000","N","THT","05","","",""
"WH1","S2001010400204060000","Empties","E","","","1","10","100","10","10000","N","THT","05","","",""
"WH1","S2001010400204090000","Empties","E","","","1","10","10","10","1000","N","INSL","01","","",""
"WH1","S2001010400204120000","Empties","E","","","6","10","10","10","1000","N","THT","01","","",""
"WH1","S2001011800848520000","Facial care","E","","","0.05","7.000000000000001","8","7.000000000000001","392","N","INSL","01","","",""
"WH1","S2001012300084110000","Confectionery","E","","","0.62","6","19","19","2166","J","THT","01","","",""
"WH1","S2001012400117310000","Canned vegetables","E","","","0.4","8","8","11","704","N","THT","01","","",""
"WH1","S2001012400117320000","Canned vegetables","E","","","0.4","8","8","11","704","N","THT","01","","",""
"WH1","S2001020100301460001","Parafarmacie","E","","","0.024","3","9","14.000000000000002","378","J","THT","01","","",""
"WH1","S2001020100303190001","Parafarmacie","E","","","0.028","3","9","13","351","N","THT","01","","",""
"WH1","S2001020100303280001","Parafarmacie","E","","","0.038","2","9","13","234","J","THT","01","","",""
"WH1","S2001020100303290001","Parafarmacie","E","","","0.022","2","10","13","260","J","THT","01","","",""
"WH1","S2001020100303300001","Parafarmacie","E","","","0.024","3","9","13","351","J","THT","01","","",""
"WH1","S2001020100303340001","Parafarmacie","E","","","0.02","3","9","13","351","N","INSL","01","","",""
"WH1","S2001020200272250000","Vegetables & Soups ***","E","","","0.639","6","6","12","432","N","THT","03","","",""
"WH1","S2001022000015920000","Condiments & sauces","E","","","0.35","7.000000000000001","7.000000000000001","20","980","N","THT","01","","",""
"WH1","S2001022000017690000","Culinary assistances","E","","","0.33","6","6","10","360","N","THT","01","","",""
"WH1","S2001022000123910000","Caring food","E","","","0.23","5","21","8","840","N","THT","01","","",""
"WH1","S2001022000123930000","Caring food","E","","","0.23","5","21","8","840","N","THT","01","","",""
"WH1","S2001022102196650089","Special Beers","E","","","0.5","7.000000000000001","7.000000000000001","17","833","N","THT","01","","",""
"WH1","S2001022600054130000","Biscuits","E","","","0.2","5","18","10","900","N","THT","01","","",""
"WH1","S2001030500052010000","Biscuits","E","","","0.36","7.000000000000001","18","11","1386","N","THT","01","","",""
"WH1","S2001030500232740000","Aperitives","E","","","0.75","8","8","31","1984","J","INSL","01","","",""
"WH1","S2001030900040480000","Hot beverages","E","","","0.257","8","4","15","480","N","THT","01","","",""
"WH1","S2001030900040560000","Hot beverages","E","","","0.257","8","4","15","480","N","THT","01","","",""
